Year,Length_Category,Sector,Gear,Region,SAUP,NV,GT,P,NVActive,GTActive,PActive,NomActive,NVerr,Perr,GTerr,RActivity,MethodNV,MethodLOA,MethodGT,MethodP,Country,EffActive
1971,12-24m,I,Dredges,NorthAmerica,124,250,7113.323,55879.6807,231.3494604,6583.0175755869,51712.183266961,10244333.2564009,0.0,0.0017014225294751,0.0004479894057146,0.925419605909102,Data,Data,Data,AIC,CAN,11206434.9539433
1972,12-24m,I,Dredges,NorthAmerica,124,285,8162.617,63692.4507,263.7360209,7553.9611073951,58941.576074892,11676545.6147864,0.0,0.0017017796620603,0.0004433245497438,0.925408650969081,Data,Data,Data,AIC,CAN,12855479.6245479
1973,12-24m,I,Dredges,NorthAmerica,124,308,8865.586,68826.5607,285.0186178,8204.4396230558,63692.323621425,12617713.8682012,0.0,0.0017019702026281,0.0004390671471128,0.925402806231781,Data,Data,Data,AIC,CAN,13983592.9142239
1974,12-24m,I,Dredges,NorthAmerica,124,327,9263.055,73067.7807,302.5998935,8572.2297320665,67616.852996391,13395200.444849,0.0886316743730887,0.0017021074092682,0.00045702857935,0.925398597501724,GAM,Data,Data,AIC,CAN,15039203.678509
1975,12-24m,I,Dredges,NorthAmerica,124,357,10110.9518,79863.2268,330.3766879,9358.07855578586,73910.3223765388,14641622.3746977,0.0888757921288515,0.001698120498537,0.0004593523629024,0.925460447390428,GAM,Data,Data,AIC,CAN,16709231.8839414
1976,12-24m,I,Dredges,NorthAmerica,124,369,10372.5873,82541.8868,341.4806515,9600.17792124661,76388.9676379368,15132666.4796684,0.0754566868292683,0.0016983221398912,0.000471310335365,0.925456223626832,GAM,Data,Data,AIC,CAN,17376560.5144836
1977,12-24m,I,Dredges,NorthAmerica,124,362,10228.30745,80979.3368,335.0033394,9466.67140689497,74943.0927776718,14846224.0079913,0.0346284773480663,0.001698206137064,0.0004680161208163,0.925458653529424,GAM,Data,Data,AIC,CAN,17059692.5758635
1978,12-24m,I,Dredges,NorthAmerica,124,427,11921.87082,95654.0561,395.1666943,11035.0408372199,88528.6153248908,17537193.5183907,0.0,0.0016960666199002,0.0004754203104288,0.925507122534959,Data,Data,Data,AIC,CAN,20272492.692831
1979,12-24m,I,Dredges,NorthAmerica,124,484,13458.74878,108377.7061,447.9105214,12457.1612219798,100302.194196486,19869654.1736644,0.0,0.0016970372185093,0.0004699815827951,0.925486362175414,Data,Data,Data,AIC,CAN,23103045.2464367
1980,12-24m,I,Dredges,NorthAmerica,124,498,13743.93038,111502.8061,460.8651456,12721.048424479,103193.943917016,20442539.1170186,0.0313401864257028,0.0016972417261144,0.000476475509216,0.925481987947431,GAM,Data,Data,AIC,CAN,23904406.223383
1981,12-24m,I,Dredges,NorthAmerica,124,503,13836.13878,112618.9061,465.4917971,12806.3707796268,104226.705064846,20647140.7503122,0.0309937568389662,0.0016973120134859,0.0004799498231307,0.925480484560625,GAM,Data,Data,AIC,CAN,24276930.3942831
1982,12-24m,I,Dredges,NorthAmerica,124,583,16006.72262,130476.7061,539.5182211,14814.8780091631,120751.068496186,23920769.6590007,0.0306113239794168,0.0016982730833543,0.0004820009706744,0.925459928474814,GAM,Data,Data,AIC,CAN,28276281.540603
1983,12-24m,I,Dredges,NorthAmerica,124,602,16462.1504,134717.9061,557.0994968,15236.2984205573,124675.579364546,24698256.2356485,0.0305650412126246,0.0016984638936217,0.0004869291494773,0.925455847293032,GAM,Data,Data,AIC,CAN,29345882.3773451
1984,12-24m,I,Dredges,NorthAmerica,124,958,26105.70052,214259.0968,886.533969,24160.6116493342,198282.47477826,39280146.5425767,0.0304120059498956,0.0016998837782945,0.0004904272478953,0.925432530109225,GAM,Data,Data,AIC,CAN,46903783.4077609
1985,12-24m,I,Dredges,NorthAmerica,124,1089,29631.33816,243501.1968,1007.7522383,27422.9916200131,225341.07594389,44640713.5913884,0.129999861891644,0.0017004182061735,0.0004920238264839,0.92542025287206,GAM,Data,Data,AIC,CAN,53560119.3256945
1986,12-24m,I,Dredges,NorthAmerica,124,726,19710.65376,162397.4061,671.840454,18242.237572514,150288.259403396,29772379.8874528,0.0302665131404959,0.0016994644121238,0.0004949080846232,0.925434447788128,GAM,Data,Data,AIC,CAN,35885974.7671319
1987,12-24m,I,Dredges,NorthAmerica,124,518,14109.56222,115967.3061,479.3717516,13059.3778314749,107325.081041366,21260946.5755233,0.0302184911389961,0.0016975147639026,0.0004933286182089,0.925476148032726,GAM,Data,Data,AIC,CAN,25729973.9782855
1988,12-24m,I,Dredges,NorthAmerica,124,617,16791.38588,138066.2061,570.9794513,15540.9505851303,127773.862808036,25312061.1355293,0.12477877649919,0.0016986062519709,0.0004947156810024,0.925452802430537,GAM,Data,Data,AIC,CAN,30764721.5372875
1989,12-24m,I,Dredges,NorthAmerica,124,654,17793.12558,146325.5061,605.2166724,16467.8906771876,135416.443354826,26826114.3322983,0.122884504587156,0.0016989295530177,0.0004955386912606,0.925445887587675,GAM,Data,Data,AIC,CAN,32620361.153977
1990,12-24m,I,Dredges,NorthAmerica,124,367,10055.40804,82260.7361,339.6468763,9307.94609103903,76135.3705112948,15081972.9935372,0.0301998125340599,0.0016947205625648,0.0004898629192227,0.92553591417817,GAM,Data,Data,AIC,CAN,18414518.7669609
1991,12-24m,I,Dredges,NorthAmerica,124,345,9473.91046,77349.8461,319.2896097,8769.86881863642,71591.1751943278,14181724.696649,0.0304026631884058,0.0016941102118512,0.0004895901395042,0.925548969540652,GAM,Data,Data,AIC,CAN,17384761.6823545
1992,12-24m,I,Dredges,NorthAmerica,124,345,9475.06656,77349.8461,319.2896097,8770.93867911179,71591.1751943278,14181724.696649,0.122069982898551,0.0016941102118512,0.0004878433517355,0.925548969540652,GAM,Data,Data,AIC,CAN,17466973.1321022
1993,12-24m,I,Dredges,NorthAmerica,124,353,9713.03054,79135.6261,326.6922521,8991.13385846428,73243.6115374618,14509088.050183,0.123921136827195,0.0016943409225601,0.0004851273954525,0.925544034638569,GAM,Data,Data,AIC,CAN,17940206.1505383
1994,12-24m,I,Dredges,NorthAmerica,124,342,9430.21636,76680.1761,316.5136188,8729.43735917205,70971.5092523268,14058963.9017389,0.121772445906433,0.0016940209245731,0.0004836178487711,0.925550879385921,GAM,Data,Data,AIC,CAN,17451551.887302
1995,12-24m,I,Dredges,NorthAmerica,124,357,9855.35366,80028.5061,330.3935733,9122.82984024406,74069.8204557258,14672768.8016197,0.119375065826331,0.0016944524155695,0.0004828440290256,0.925541649796465,GAM,Data,Data,AIC,CAN,18284808.5045853
1996,12-24m,I,Dredges,NorthAmerica,124,374,10342.81942,83823.2861,346.1241884,9573.8965390489,77581.2453715598,15368415.4652143,0.119739864973262,0.0016948997666662,0.000480565826311,0.925532081025899,GAM,Data,Data,AIC,CAN,19227320.1320663
1997,12-24m,I,Dredges,NorthAmerica,124,354,9834.7296,79358.8461,327.6175824,9103.74543389592,73450.1637670278,14550008.0067096,0.123636139548023,0.0016943690310175,0.0004747200369489,0.925543433399957,GAM,Data,Data,AIC,CAN,18276269.0723889
1998,12-24m,I,Dredges,NorthAmerica,124,354,9866.86794,79358.8461,327.6175824,9133.48401943066,73450.1637670278,14550008.0067096,0.124840990112994,0.0016943690310175,0.0004708994828202,0.925543433399957,GAM,Data,Data,AIC,CAN,18350807.8127242
1999,12-24m,I,Dredges,NorthAmerica,124,333,9295.01812,74671.1861,308.1856461,8604.33383746428,69112.5299329298,13690680.5916783,0.116628627627628,0.0016937434565632,0.0004719371127315,0.9255568144884,GAM,Data,Data,AIC,CAN,17339132.8748139
2000,12-24m,I,Dredges,NorthAmerica,124,340,9509.51216,76233.7361,314.6629582,8802.81174006271,70558.4047931948,13977123.0633554,0.113463897941176,0.0016939605291415,0.0004705516769515,0.925552171263392,GAM,Data,Data,AIC,CAN,17778006.1921796
2001,12-24m,I,Dredges,NorthAmerica,124,341,9553.49574,76456.9561,315.5882885,8843.51113978892,70764.9570227608,14018043.019882,0.109159588269795,0.001693990815021,0.0004699225978228,0.925551523445933,GAM,Data,Data,AIC,CAN,17909274.7820202
2002,12-24m,I,Dredges,NorthAmerica,124,306,8623.781,68644.1861,288.6392028,8128.2069843901,64731.3475618766,12822793.0641177,0.114007861764706,0.0016928136006071,0.0004628382443713,0.943003196594722,GAM,Data,Data,AIC,CAN,16443843.9532653
2003,12-24m,I,Dredges,NorthAmerica,124,326,9199.31452,73108.6261,283.5012099,8023.77053137626,63646.9596651453,12607735.5692231,0.110635346625767,0.0016935171035261,0.0004620673757043,0.870563213667367,GAM,Data,Data,AIC,CAN,16245676.3734288
2004,12-24m,I,Dredges,NorthAmerica,124,324,9172.61374,72662.1861,289.6809207,8208.19058873596,64986.5134532739,12873260.1893957,0.109499267283951,0.0016934506439889,0.0004590005796527,0.894359631416933,GAM,Data,Data,AIC,CAN,16603226.9856977
2005,12-24m,I,Dredges,NorthAmerica,124,301,8556.4292,67528.0761,270.2278496,7710.2481843659,60708.0420057303,12025418.9689816,0.110005179401993,0.0016926231904295,0.0004549866270051,0.898981564129674,GAM,Data,Data,AIC,CAN,15559648.1368207
2006,12-24m,I,Dredges,NorthAmerica,124,311,8861.59006,69760.2961,294.0273736,8372.80014059749,65938.0055246233,13061829.1217644,0.108889502250804,0.0016929979179579,0.0004526784388888,0.945212247362028,GAM,Data,Data,AIC,CAN,17009708.8503757
2007,12-24m,I,Dredges,NorthAmerica,124,329,9395.82976,73778.2961,308.3541526,8804.5243600487,69143.5096672989,13696842.477513,0.108406251671733,0.0016936152862092,0.000450224710738,0.937180783622298,GAM,Data,Data,AIC,CAN,17939231.2005193
2008,12-24m,I,Dredges,NorthAmerica,124,320,9160.69776,71769.2961,299.8972677,8575.5193479212,67232.1519483427,13318271.265247,0.1057281553125,0.0016933152429152,0.0004485955442885,0.936788899985175,GAM,Data,Data,AIC,CAN,17548185.4885486
2009,12-24m,I,Dredges,NorthAmerica,124,316,9066.43832,70876.4061,292.455031,8392.82317414062,65601.1050170958,12995034.853414,0.103779314556962,0.001693176430318,0.0004468633810156,0.925568943311346,GAM,Data,Data,AIC,CAN,17358532.7619186
2010,12-24m,I,Dredges,NorthAmerica,124,314,9023.31708,70429.9661,299.9033927,8606.40541623791,67233.2308370328,13318486.1866751,0.100977972611465,0.001693105704948,0.0004460191144546,0.954620314768492,GAM,Data,Data,AIC,CAN,17906089.8318511
2011,12-24m,I,Dredges,NorthAmerica,124,306,8807.64198,68644.1861,290.6151882,8357.76573026126,65172.1237413061,12910116.1865671,0.0979303527124183,0.0016928136006071,0.0004452890464921,0.949425041133161,GAM,Data,Data,AIC,CAN,17473624.165809
2012,12-24m,I,Dredges,NorthAmerica,124,299,8619.3797,67081.6361,276.7244159,7979.14631048029,62089.6893545648,12299388.1898194,0.0962049106354515,0.0016925452529472,0.0004442928555198,0.925582444524369,GAM,Data,Data,AIC,CAN,16762372.9513285
2013,12-24m,I,Dredges,NorthAmerica,124,299,8617.23452,67081.6361,276.7244159,7977.16137492956,62089.6893545648,12299388.1898194,0.0916614180602007,0.0016925452529472,0.0004456538088437,0.925582444524369,GAM,Data,Data,AIC,CAN,16881977.9293944
2014,12-24m,I,Dredges,NorthAmerica,124,284,8192.08142,63733.3061,262.8444614,7583.75437832829,58991.3781511658,11685583.2899386,0.0883836749647887,0.0016919259124825,0.000445878086975,0.925595692637822,GAM,Data,Data,AIC,CAN,16157124.6897899
2015,12-24m,I,Dredges,NorthAmerica,124,281,8106.59226,63063.6361,260.0684705,7504.64871621328,58371.7122091648,11562822.4950285,0.0863864987900356,0.0016917941515426,0.0004463637926015,0.925598511089338,GAM,Data,Data,AIC,CAN,16107779.3270514
2016,12-24m,I,Dredges,NorthAmerica,124,282,8135.34028,63286.8561,260.9938008,7531.2493031374,58578.2644387308,11603742.4515551,0.0845632215602837,0.0016918383810263,0.0004468371804744,0.925597564984566,GAM,Data,Data,AIC,CAN,16262674.0409121
2017,12-24m,I,Dredges,NorthAmerica,124,282,8150.69704,63286.8561,260.9938008,7545.45952639133,58578.2644387308,11603742.4515551,0.0,0.0016918383810263,0.0004460178262634,0.925597564984566,Data,Data,Data,AIC,CAN,16350492.4807331
1950,12-24m,UP,Dredges,NorthAmerica,124,19,589.98977,0.0,17.8345567,554.844171550591,0.0,7938.6154299895,0.113821168421053,,0.0004132374841733,0.938585738503127,GAM,Data,LOA,Pequivalent,CAN,8049.43544344918
1951,12-24m,UP,Dredges,NorthAmerica,124,19,584.73493,0.0,17.8345567,549.885943330839,0.0,7938.6154299895,0.102951805263158,,0.0004253676127829,0.938585738503127,GAM,Data,LOA,Pequivalent,CAN,8167.710541086
1952,12-24m,UP,Dredges,NorthAmerica,124,19,560.92674,0.0,17.8176713,527.176649868242,0.0,7942.1700857544,0.0885027710526316,,0.0004806225308844,0.937684632756441,GAM,Data,LOA,Pequivalent,CAN,8260.85181929308
1953,12-24m,UP,Dredges,NorthAmerica,124,18,519.44688,0.0,16.8754556,488.084760064364,0.0,7525.096421718,0.0832001833333333,,0.0005078512364643,0.937434775521568,GAM,Data,LOA,Pequivalent,CAN,7952.37537131569
1954,12-24m,UP,Dredges,NorthAmerica,124,17,480.08485,0.0,15.9332399,450.982836363395,0.0,7108.0236998973,0.0765019176470588,,0.0005339097207675,0.937155754938187,GAM,Data,LOA,Pequivalent,CAN,7675.41504436165
1955,12-24m,UP,Dredges,NorthAmerica,124,18,490.82253,0.0,16.8585702,460.827255298979,0.0,7528.6510943683,0.0668867933333333,,0.0005823760015243,0.936487098153384,GAM,Data,LOA,Pequivalent,CAN,8392.80027644407
1956,12-24m,UP,Dredges,NorthAmerica,124,19,500.3291,0.0,17.7839005,469.50509935305,0.0,7949.2794141696,0.0581042863157895,,0.0006307428887976,0.935890010142624,GAM,Data,LOA,Pequivalent,CAN,9171.61472922665
1957,12-24m,UP,Dredges,NorthAmerica,124,21,522.1136,0.0,19.6345611,489.48508140418,0.0,8790.5360537722,0.0524230742857143,,0.0007160608281274,0.934869025686826,GAM,Data,LOA,Pequivalent,CAN,10582.2472304828
1958,12-24m,UP,Dredges,NorthAmerica,124,23,557.3885,0.0,21.2825969,515.76846792155,0.0,9531.0695747843,0.0501821086956522,,0.0007511788561898,0.9253303,GAM,Data,LOA,Pequivalent,CAN,12053.8277895169
1959,12-24m,UP,Dredges,NorthAmerica,124,24,561.6823,0.0,22.2079272,519.74165116369,0.0,9951.6978945856,0.0424329879166667,,0.00080711974147,0.9253303,GAM,Data,LOA,Pequivalent,CAN,13334.9373045643
1960,12-24m,UP,Dredges,NorthAmerica,124,26,583.8864,0.0,24.0585878,540.28777767792,0.0,10792.9545341882,0.0394454,,0.0008774289205529,0.9253303,GAM,Data,LOA,Pequivalent,CAN,16390.8843546778
1961,12-24m,UP,Dredges,NorthAmerica,124,28,606.4683,0.0,25.9092484,561.18349397949,0.0,11634.2102484605,0.0368395421428571,,0.0009431046051056,0.9253303,GAM,Data,LOA,Pequivalent,CAN,20223.811248379
1962,12-24m,UP,Dredges,NorthAmerica,124,30,641.7532,0.0,27.759909,593.83368108196,0.0,12464.4378762174,0.0357763073333333,,0.0009638739673504,0.9253303,GAM,Data,LOA,Pequivalent,CAN,23278.2423277121
1963,12-24m,UP,Dredges,NorthAmerica,124,32,665.2134,0.0,29.6105696,615.54211498602,0.0,13305.6935904897,0.03381746875,,0.0010196636242463,0.9253303,GAM,Data,LOA,Pequivalent,CAN,26131.4042217985
1964,12-24m,UP,Dredges,NorthAmerica,124,32,662.423,0.0,29.6105696,612.9600733169,0.0,13305.6935904897,0.0005999461875,,0.0010265277267199,0.9253303,GAM,Data,LOA,Pequivalent,CAN,27144.7828750249
1965,12-24m,UP,Dredges,NorthAmerica,124,35,714.5893,0.0,32.3865605,661.23113134579,0.0,14556.5495380479,0.0010226194285714,,0.0010520699823723,0.9253303,GAM,Data,LOA,Pequivalent,CAN,30345.9620963295
1966,12-24m,UP,Dredges,NorthAmerica,124,34,659.9934,0.0,31.4612302,610.71189082002,0.0,14157.979241938,0.0019145675294117,,0.0011586472748845,0.9253303,GAM,Data,LOA,Pequivalent,CAN,31415.7293649501
1967,12-24m,UP,Dredges,NorthAmerica,124,35,674.388,0.0,32.3865605,624.0316503564,0.0,14578.6103377302,0.0023539610285714,,0.0011737449536831,0.9253303,GAM,Data,LOA,Pequivalent,CAN,34524.9154841303
1968,12-24m,UP,Dredges,NorthAmerica,124,36,688.8962,0.0,33.3118908,637.45652741486,0.0,14999.2377322012,0.0042360563055555,,0.0011869515783545,0.9253303,GAM,Data,LOA,Pequivalent,CAN,38076.7626937921
1969,12-24m,UP,Dredges,NorthAmerica,124,37,703.7647,0.0,34.2372211,651.21480098041,0.0,15419.8651266722,0.0045247855135135,,0.0012013065311828,0.9253303,GAM,Data,LOA,Pequivalent,CAN,42195.6292844
1970,12-24m,UP,Dredges,NorthAmerica,124,38,725.8866,0.0,35.1625514,671.68486534398,0.0,15829.4644346278,0.0039660214736842,,0.0011911725826197,0.9253303,GAM,Data,LOA,Pequivalent,CAN,47323.6849245478
1971,12-24m,UP,Dredges,NorthAmerica,124,39,740.5271,0.0,36.0878817,685.23216360113,0.0,16250.0918290988,0.0040118544871794,,0.0012053847922081,0.9253303,GAM,Data,LOA,Pequivalent,CAN,53463.9839908123
1972,12-24m,UP,Dredges,NorthAmerica,124,41,782.7463,0.0,37.9385423,724.29886860289,0.0,17080.3185315254,0.0031975725853658,,0.0011940849144087,0.9253303,GAM,Data,LOA,Pequivalent,CAN,59067.0797748491
1973,12-24m,UP,Dredges,NorthAmerica,124,40,758.5978,0.0,37.013212,701.95352985334,0.0,16670.7192235698,0.00280681895,,0.001210251921009,0.9253303,GAM,Data,LOA,Pequivalent,CAN,60596.5512445815
1974,12-24m,UP,Dredges,NorthAmerica,124,41,772.1862,0.0,37.9385423,714.52728810186,0.0,17091.3466180408,0.0305981490243902,,0.001228300107117,0.9253303,GAM,Data,LOA,Pequivalent,CAN,65300.106370105
1975,12-24m,UP,Dredges,NorthAmerica,124,41,770.4044,0.0,37.9385423,712.87853457332,0.0,17091.3466180408,0.0302718473170732,,0.0012330036920479,0.9253303,GAM,Data,LOA,Pequivalent,CAN,68636.9418056173
1976,12-24m,UP,Dredges,NorthAmerica,124,41,767.6939,0.0,37.9385423,710.37042679517,0.0,17091.3466180408,0.0276284031707317,,0.0012440201424418,0.9253303,GAM,Data,LOA,Pequivalent,CAN,72144.2895318843
1977,12-24m,UP,Dredges,NorthAmerica,124,38,713.7326,0.0,35.1625514,660.43840087778,0.0,15840.4925211432,0.0235995823684211,,0.0012357139407923,0.9253303,GAM,Data,LOA,Pequivalent,CAN,70281.0750225133
1978,12-24m,UP,Dredges,NorthAmerica,124,40,741.9619,0.0,37.013212,686.55982751557,0.0,16681.7473100852,0.003600777375,,0.0012601424941652,0.9253303,GAM,Data,LOA,Pequivalent,CAN,77795.6456543142
1979,12-24m,UP,Dredges,NorthAmerica,124,42,781.8606,0.0,38.8638726,723.47930355618,0.0,17511.9740125118,0.0065595,,0.0012469940354101,0.9253303,GAM,Data,LOA,Pequivalent,CAN,85840.6290104836
1980,12-24m,UP,Dredges,NorthAmerica,124,40,739.9833,0.0,37.013212,684.72896898399,0.0,16681.7473100852,0.027681984,,0.0012624605442432,0.9253303,GAM,Data,LOA,Pequivalent,CAN,85949.5014080741
1981,12-24m,UP,Dredges,NorthAmerica,124,37,685.076,0.0,34.2372211,633.9215806028,0.0,15430.8941385179,0.0278683656756757,,0.0012589081015101,0.9253303,GAM,Data,LOA,Pequivalent,CAN,83567.4117267768
1982,12-24m,UP,Dredges,NorthAmerica,124,40,740.5243,0.0,37.013212,685.22957267629,0.0,16681.7473100852,0.02792864625,,0.0012585725582234,0.9253303,GAM,Data,LOA,Pequivalent,CAN,94957.972649551
1983,12-24m,UP,Dredges,NorthAmerica,124,37,684.7548,0.0,34.2372211,633.62436451044,0.0,15430.8941385179,0.0281131821621622,,0.0012578896615455,0.9253303,GAM,Data,LOA,Pequivalent,CAN,92326.2132664284
1984,12-24m,UP,Dredges,NorthAmerica,124,54,996.3828,0.0,49.9678362,921.98319523884,0.0,22526.4277399206,0.0272516266666667,,0.0012687136735246,0.9253303,GAM,Data,LOA,Pequivalent,CAN,141667.520906718
1985,12-24m,UP,Dredges,NorthAmerica,124,55,1013.6395,0.0,50.8931665,937.95134262685,0.0,22947.0551343916,0.0383106814545455,,0.0012717361504895,0.9253303,GAM,Data,LOA,Pequivalent,CAN,151687.209829895
1986,12-24m,UP,Dredges,NorthAmerica,124,35,646.8501,0.0,32.3865605,598.54999708803,0.0,14600.6674360913,0.0269540282857143,,0.0012647541838501,0.9253303,GAM,Data,LOA,Pequivalent,CAN,101446.892623413
1987,12-24m,UP,Dredges,NorthAmerica,124,23,423.5106,0.0,21.2825969,391.88719055118,0.0,9597.2436458585,0.027199637826087,,0.00127437723389,0.9253303,GAM,Data,LOA,Pequivalent,CAN,70090.0865650698
1988,12-24m,UP,Dredges,NorthAmerica,124,25,462.4269,0.0,23.1332575,427.89762210507,0.0,10427.4712736154,0.0375446588,,0.001263193710731,0.9253303,GAM,Data,LOA,Pequivalent,CAN,80044.7982130533
1989,12-24m,UP,Dredges,NorthAmerica,124,25,456.017,0.0,23.1332575,421.9663474151,0.0,10438.4993601308,0.0370002148,,0.0012981968943202,0.9253303,GAM,Data,LOA,Pequivalent,CAN,84224.0686128605
1990,12-24m,UP,Dredges,NorthAmerica,124,12,224.4939,0.0,11.1039636,207.73100783517,0.0,5003.4219395722,0.02614434,,0.0012338236189887,0.9253303,GAM,Data,LOA,Pequivalent,CAN,42433.544755897
1991,12-24m,UP,Dredges,NorthAmerica,124,10,184.41836,0.0,9.253303,170.647896384308,0.0,4173.1943118153,0.025895075,,0.0012736017586028,0.9253303,GAM,Data,Data,Pequivalent,CAN,37201.0182239444
1992,12-24m,UP,Dredges,NorthAmerica,124,9,167.77209,0.0,8.3279727,155.244598371327,0.0,3752.565992014,0.0336443,,0.0012472706722024,0.9253303,GAM,Data,Data,Pequivalent,CAN,35160.7876096845
1993,12-24m,UP,Dredges,NorthAmerica,124,9,168.02818,0.0,8.3279727,155.481566207854,0.0,3752.565992014,0.0339137066666667,,0.0012458559312836,0.9253303,GAM,Data,Data,Pequivalent,CAN,36957.5038565394
1994,12-24m,UP,Dredges,NorthAmerica,124,7,127.66989,0.0,6.4773121,118.136817614667,0.0,2922.33910452134,0.0322786157142857,,0.0013055761046651,0.9253303,GAM,Data,Data,Pequivalent,CAN,30251.6410098914
1995,12-24m,UP,Dredges,NorthAmerica,124,6,112.32901,0.0,5.5519818,103.941436522003,0.0,2501.71078472004,0.0330633233333333,,0.0012448595563432,0.9253303,GAM,Data,Data,Pequivalent,CAN,27220.7110453312
1996,12-24m,UP,Dredges,NorthAmerica,124,6,112.74214,0.0,5.5519818,104.323718228842,0.0,2501.71078472004,0.0345404433333333,,0.0012366742266542,0.9253303,GAM,Data,Data,Pequivalent,CAN,28611.6893797477
1997,12-24m,UP,Dredges,NorthAmerica,124,6,112.36596,0.0,5.5519818,103.975627476588,0.0,2501.71078472004,0.0364270466666667,,0.0012447524011237,0.9253303,GAM,Data,Data,Pequivalent,CAN,30073.7467070528
1998,12-24m,UP,Dredges,NorthAmerica,124,5,96.88243,0.0,4.6266515,89.648248016629,0.0,2081.08246491874,0.041815096,,0.0011586737366418,0.9253303,GAM,Data,Data,Pequivalent,CAN,26295.6410533917
1999,12-24m,UP,Dredges,NorthAmerica,124,5,98.09267,0.0,4.6266515,90.768119758901,0.0,2081.08246491874,0.045689152,,0.0011284920129352,0.9253303,GAM,Data,Data,Pequivalent,CAN,27639.3483112201
2000,12-24m,UP,Dredges,NorthAmerica,124,5,98.1859,0.0,4.6266515,90.85438830277,0.0,2081.08246491874,0.046888264,,0.0011274912487506,0.9253303,GAM,Data,Data,Pequivalent,CAN,29051.7190099234
