,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
144197,2022,OH,Ohio,Lake,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.9,,,3.5,4.2,231842,187697,39085,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-81.2368191610819 41.6970249003529)
144198,2022,OH,Ohio,Hocking,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,8.4,,,7.6,9.3,27858,21851,39073,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-82.4790929531545 39.4970988676517)
144199,2022,OH,Ohio,Hardin,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,55.8,,,50.7,60.8,30416,23363,39065,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-83.6594148955231 40.6616220714596)
144203,2022,OH,Ohio,Carroll,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,59.2,,,54.2,64.3,26659,21168,39019,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-81.0896541475271 40.5793488212271)
144204,2022,OH,Ohio,Clinton,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,4.2,,,3.9,4.6,41964,32647,39027,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-83.8084036693333 39.4149624798012)
144205,2022,OH,Ohio,Auglaize,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.3,,,20.9,28.1,45948,35074,39011,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-84.2217028293862 40.5608789781255)
144210,2022,OH,Ohio,Huron,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.8,,,3.4,4.1,58218,44548,39077,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-82.5978887799573 41.1464249274686)
144220,2022,OH,Ohio,Gallia,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,79.3,,,76.0,82.2,29068,22281,39053,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-82.3168675618097 38.8247465141511)
144227,2022,OH,Ohio,Champaign,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,62.3,,,58.6,65.9,38709,30246,39021,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-83.7695338263695 40.1377112794664)
144235,2022,OH,Ohio,Defiance,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.2,,,68.8,82.8,38187,29606,39039,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-84.4905879101881 41.3239133830731)
144239,2022,OH,Ohio,Butler,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,63.2,,,58.7,67.3,388420,298743,39017,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-84.5755446176036 39.4386549224371)
144241,2021,OH,Ohio,Lorain,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,85.3,,,83.0,87.5,316268,248544,39093,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-82.1508887298398 41.2956651025634)
144262,2022,OH,Ohio,Hancock,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,10.7,,,9.5,12.0,74861,58728,39063,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-83.6664968686287 41.0019198179089)
144268,2022,OH,Ohio,Lorain,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,28.1,,,24.3,31.6,316268,248544,39093,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-82.1508887298398 41.2956651025634)
144270,2021,OH,Ohio,Guernsey,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,30.6,,,26.7,34.7,38098,29746,39059,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-81.494271058754 40.0520872571802)
144277,2022,OH,Ohio,Huron,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,79.3,,,75.7,82.3,58218,44548,39077,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-82.5978887799573 41.1464249274686)
144282,2022,OH,Ohio,Coshocton,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.3,,,13.4,17.3,36571,27883,39031,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-81.9201277213696 40.3017013117605)
144286,2022,OH,Ohio,Crawford,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,44.0,,,37.1,51.3,41522,32608,39033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.9197685705352 40.8507264130061)
144291,2022,OH,Ohio,Hardin,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,17.0,,,15.2,18.9,30416,23363,39065,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-83.6594148955231 40.6616220714596)
144295,2021,OH,Ohio,Harrison,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,34.4,,,30.6,38.6,14378,11389,39067,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-81.091379743179 40.2936613564664)
144303,2022,OH,Ohio,Marion,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,9.8,,,8.9,10.7,64642,50880,39101,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-83.1608334768194 40.5872736718226)
144305,2022,OH,Ohio,Crawford,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.2,,,11.5,17.1,41522,32608,39033,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-82.9197685705352 40.8507264130061)
144306,2022,OH,Ohio,Knox,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,13.8,,,12.2,15.5,63183,48910,39083,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-82.4215435805835 40.3988019956419)
144307,2022,OH,Ohio,Guernsey,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,19.9,,,17.9,22.0,38098,29746,39059,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-81.494271058754 40.0520872571802)
144311,2022,OH,Ohio,Franklin,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,76.5,,,73.9,78.8,1321820,1018815,39049,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-83.0095596369965 39.9695482397033)
144313,2022,OH,Ohio,Clark,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.0,,,7.1,9.0,134831,104795,39023,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-83.7843901210144 39.9166223719097)
144315,2022,OH,Ohio,Mercer,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.1,,,71.4,78.7,42348,31316,39107,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-84.6293396544299 40.5399599689642)
144316,2022,OH,Ohio,Huron,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,19.2,,,17.3,21.2,58218,44548,39077,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-82.5978887799573 41.1464249274686)
144327,2022,OH,Ohio,Hamilton,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.0,,,10.7,13.3,825037,638597,39061,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-84.542601023044 39.1955454321754)
144332,2022,OH,Ohio,Darke,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,7.2,,,6.5,8.0,51529,39444,39037,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-84.61951761493 40.1332727231473)
144353,2022,OH,Ohio,Darke,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,21.5,,,19.2,23.9,51529,39444,39037,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-84.61951761493 40.1332727231473)
144355,2022,OH,Ohio,Ashtabula,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,10.5,,,9.6,11.4,97014,76002,39007,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-80.7483101330855 41.7071560039231)
144358,2022,OH,Ohio,Knox,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.4,,,4.0,4.8,63183,48910,39083,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-82.4215435805835 40.3988019956419)
144360,2022,OH,Ohio,Hardin,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,8.1,,,7.3,9.0,30416,23363,39065,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-83.6594148955231 40.6616220714596)
144361,2022,OH,Ohio,Geauga,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,66.0,,,62.8,69.3,95469,74460,39055,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-81.1785666230898 41.4995505355057)
144363,2021,OH,Ohio,Coshocton,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,33.4,,,29.7,37.4,36571,27883,39031,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-81.9201277213696 40.3017013117605)
144369,2022,OH,Ohio,Delaware,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,16.7,,,15.2,18.2,226296,170900,39041,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-83.0048346779207 40.2784353342342)
144371,2022,OH,Ohio,Fayette,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,16.6,,,14.7,18.4,28839,22120,39047,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-83.4560989933978 39.559992354904)
144375,2022,OH,Ohio,Mercer,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,25.2,,,21.7,29.0,42348,31316,39107,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-84.6293396544299 40.5399599689642)
144376,2022,OH,Ohio,Lawrence,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,13.0,,,11.5,14.6,56653,44509,39087,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-82.536984256161 38.5987545151818)
144379,2022,OH,Ohio,Butler,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,36.1,,,31.2,41.3,388420,298743,39017,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-84.5755446176036 39.4386549224371)
144383,2022,OH,Ohio,Mercer,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,8.4,,,7.4,9.5,42348,31316,39107,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-84.6293396544299 40.5399599689642)
144384,2022,OH,Ohio,Fulton,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,10.1,,,8.9,11.4,42171,32496,39051,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-84.1297060031289 41.6019480693719)
144387,2022,OH,Ohio,Henry,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,8.9,,,8.1,9.8,27512,21208,39069,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-84.0682769490792 41.3339046653253)
144388,2022,OH,Ohio,Clark,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,19.0,,,17.0,20.9,134831,104795,39023,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-83.7843901210144 39.9166223719097)
144399,2021,OH,Ohio,Meigs,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,79.2,,,76.1,82.0,21969,17454,39105,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-82.0228709814014 39.082287647052)
144401,2022,OH,Ohio,Fulton,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,6.9,,,6.3,7.6,42171,32496,39051,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-84.1297060031289 41.6019480693719)
144407,2022,OH,Ohio,Lake,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,19.2,,,17.5,21.0,231842,187697,39085,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-81.2368191610819 41.6970249003529)
144413,2022,OH,Ohio,Athens,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.5,,,32.1,41.1,58979,50122,39009,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-82.0448471943357 39.3339958943025)
144415,2021,OH,Ohio,Madison,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,60.6,,,55.6,65.3,43540,34825,39097,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-83.4006589159011 39.894160047348)
144420,2022,OH,Ohio,Clark,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,23.2,,,21.0,25.5,134831,104795,39023,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-83.7843901210144 39.9166223719097)
144422,2022,OH,Ohio,Fayette,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,8.7,,,7.7,9.7,28839,22120,39047,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-83.4560989933978 39.559992354904)
144424,2021,OH,Ohio,Champaign,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,81.5,,,78.8,84.2,38709,30246,39021,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-83.7695338263695 40.1377112794664)
144429,2022,OH,Ohio,Defiance,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,66.4,,,61.3,71.1,38187,29606,39039,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-84.4905879101881 41.3239133830731)
144430,2022,OH,Ohio,Fulton,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.1,,,9.8,12.6,42171,32496,39051,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-84.1297060031289 41.6019480693719)
144442,2022,OH,Ohio,Franklin,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Age-adjusted prevalence,33.1,,,29.5,36.6,1321820,1018815,39049,SOCLNEED,ISOLATION,AgeAdjPrv,Social Isolation,POINT (-83.0095596369965 39.9695482397033)
144451,2021,OH,Ohio,Harrison,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.2,,,81.8,86.6,14378,11389,39067,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-81.091379743179 40.2936613564664)
144457,2022,OH,Ohio,Hancock,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,57.6,,,53.2,62.3,74861,58728,39063,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-83.6664968686287 41.0019198179089)
144458,2022,OH,Ohio,Defiance,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,3.3,,,3.0,3.6,38187,29606,39039,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-84.4905879101881 41.3239133830731)
144464,2022,OH,Ohio,Lake,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.6,,,6.8,8.5,231842,187697,39085,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-81.2368191610819 41.6970249003529)
144481,2022,OH,Ohio,Geauga,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,18.4,,,16.7,20.2,95469,74460,39055,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-81.1785666230898 41.4995505355057)
144483,2022,OH,Ohio,Fulton,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.7,,,5.9,7.6,42171,32496,39051,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-84.1297060031289 41.6019480693719)
144484,2022,OH,Ohio,Cuyahoga,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.7,,,73.8,83.2,1236041,985264,39035,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-81.658627773816 41.4243019834267)
144487,2022,OH,Ohio,Guernsey,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,20.3,,,18.2,22.3,38098,29746,39059,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-81.494271058754 40.0520872571802)
144489,2022,OH,Ohio,Delaware,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,11.7,,,10.5,12.9,226296,170900,39041,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-83.0048346779207 40.2784353342342)
144494,2022,OH,Ohio,Athens,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,22.0,,,19.0,25.0,58979,50122,39009,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-82.0448471943357 39.3339958943025)
144499,2022,OH,Ohio,Delaware,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,5.9,,,5.2,6.6,226296,170900,39041,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-83.0048346779207 40.2784353342342)
144508,2022,OH,Ohio,Franklin,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,6.7,,,6.1,7.3,1321820,1018815,39049,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-83.0095596369965 39.9695482397033)
144510,2022,OH,Ohio,Jefferson,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,27.3,,,23.9,30.8,64330,51914,39081,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-80.7611246090452 40.3850232178899)
144515,2022,OH,Ohio,Lucas,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,41.9,,,38.2,45.7,426643,329973,39095,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-83.6584628770734 41.6198809742992)
144520,2022,OH,Ohio,Erie,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,10.5,,,9.3,11.9,74501,59951,39043,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-82.6382293326083 41.3742735650267)
144521,2022,OH,Ohio,Darke,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.2,,,69.0,82.5,51529,39444,39037,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-84.61951761493 40.1332727231473)
144526,2022,OH,Ohio,Clermont,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,25.5,,,22.1,29.2,210805,164528,39025,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-84.1516609554165 39.0475584272622)
144533,2022,OH,Ohio,Hardin,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,11.0,,,9.7,12.4,30416,23363,39065,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-83.6594148955231 40.6616220714596)
144542,2022,OH,Ohio,Adams,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,23.4,,,21.1,25.9,27420,20825,39001,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-83.4720531231294 38.8454930546772)
144550,2022,OH,Ohio,Ashland,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.3,,,3.0,3.6,52181,40624,39005,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-82.2704647361258 40.8460354747863)
144552,2022,OH,Ohio,Darke,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.2,,,3.8,4.6,51529,39444,39037,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-84.61951761493 40.1332727231473)
144554,2022,OH,Ohio,Clark,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,29.0,,,25.3,33.0,134831,104795,39023,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-83.7843901210144 39.9166223719097)
144561,2022,OH,Ohio,Carroll,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,12.6,,,11.1,14.2,26659,21168,39019,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-81.0896541475271 40.5793488212271)
144563,2022,OH,Ohio,Henry,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,27.3,,,23.6,31.3,27512,21208,39069,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-84.0682769490792 41.3339046653253)
144566,2022,OH,Ohio,Columbiana,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,59.8,,,56.2,63.1,100511,80353,39029,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-80.7772020501573 40.7684220366661)
144574,2022,OH,Ohio,Cuyahoga,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,19.5,,,17.8,21.2,1236041,985264,39035,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-81.658627773816 41.4243019834267)
144579,2022,OH,Ohio,Coshocton,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,9.7,,,8.5,10.9,36571,27883,39031,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-81.9201277213696 40.3017013117605)
144582,2022,OH,Ohio,Hocking,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,18.8,,,15.6,22.6,27858,21851,39073,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-82.4790929531545 39.4970988676517)
144589,2022,OH,Ohio,Coshocton,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,40.0,,,34.0,45.7,36571,27883,39031,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-81.9201277213696 40.3017013117605)
144592,2022,OH,Ohio,Darke,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,5.1,,,4.7,5.6,51529,39444,39037,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-84.61951761493 40.1332727231473)
144599,2022,OH,Ohio,Butler,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.1,,,5.3,6.8,388420,298743,39017,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-84.5755446176036 39.4386549224371)
144610,2022,OH,Ohio,Harrison,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,14.6,,,13.0,16.3,14378,11389,39067,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-81.091379743179 40.2936613564664)
